,Review_text,Nouns
9544,Awesome phone performance is the best in this phone can go for it been using for almost 4 months,"phone,performance,month"
1921,"Got in sale for 33k 128-8gb vr.
Best phone at this Price range♥️
And the battery life is noticably great , it lasts for a whole day on a full charge.","price,sale,day,phone,life,battery,range,charge"
4124,In the sun shine brightness goes to very low.,"sun,brightne,shine"
8625,Awesome Picture Clarity,"clarity,picture"
5646,Good product,product
7959,Great phone amazong camera battery less compared to 5t,"phone,amazong,battery,camera"
9515,The best phone,phone
10453,Osm phone,phone
9961,"Overall is best mobile....
1. Smart stay is not available in this mobile.... Whenever I am staying mobile it's turn off as per time schedule..... My earlier mobile Samsung note 2 have that feature before 6 year ago....I think one plus company have to work on that feature and update in
one plus 6.","mobile,stay,schedule,feature,year,company,time,note"
9286,"OnePlus has always delivered great specifications & top notch updates. Good Handling, 42 minutes of battery charging time (from 0 to 100% Charge)
The only thing could improve is tight pricing which was one of the motto's of OnePlus since inception.","price,oneplu,specification,battery,inception,update,motto,time,minut,handle,notch,charge"
3749,"I like in this mobile,This is a unstoppable beast.Every time this company brings a beast","company,mobile,time,beast"
7294,Nice phone..,phone
8476,"Pros .
1 . Looks Good And Premium
2 . Is fast.
3 . Gaming and other tasks Go well Like Super easy,
Cons .
1 .  A very irritating thing is that its Just a 1080p display .
2 . Things Don't look as good on the Screen as people have been telling You like the best phone ever .
3 . A redmi has the same feature for half the Price of the","pro,con,price,irritate,premium,task,phone,feature,thing,redmi,person,display,game,screen"
8624,West of money,"west,money"
3648,"It is nice product and battery power is 2day
Battery is not down","power,battery,product"
2921,"Camera is amazing.
Sound is good
Battery can last a day or so depend on the usage.
Best in class as far as performance is concern.
worth buying.","concern,day,performance,sound,buy,cla,battery,camera,usage"
5671,Best phone for the price range.,"phone,price,range"
3252,Perfect smartphone,smartphone
2656,Super,
7650,Amazing screen and great build,"build,screen"
8694,"Very good phone
A unbeatable device","device,phone"
349,Speaker problem pls replace this phone,"phone,speaker,problem"
10354,Super,
4259,perhaps a better battery life would add to the value,"life,battery,value"
6210,Excellent features and best in town,"town,feature"
6342,Oneplus phone,phone
10024,Best overall use phone,"phone,use"
2830,Amazing phone,phone
6285,Need I have to say anything about this beast!,"beast,anythe"
5650,Amazing phone,phone
5427,Good fast smartphone with mesmerizing display looks very premium on hand but OnePlus needs more work.,"hand,display,smartphone,oneplu,work"
5783,Battery 👍,battery
3941,"Overall a good product. But compactly  bad battery life.
Really bad delivery system. only about agency . because good delivery boy .","agency,delivery,boy,life,battery,system,product"
6356,Great phone....must buy item... really worthy mobile,"mobile,item,phone"
7438,Very nice mobile. It is worth for this money.,"mobile,money"
7794,"Super Fast phone,perfect for gamers.
Picture is quality is excellent but front camera is not up to point.
Battery life is decent,it drains fast but its dash charger helps to charge very quickly whenever you needed😊.","phone,life,gamer,dash,front,quality,battery,charger,camera,picture"
5518,"Best Android phone.. this is the 3rd one plus device I ordered.. 1 of one plus 5T, 2 of one plus 6 ( 1 midnight Black and 1 red) .. amazing is an understatement.","device,phone,midnight,black,understatement,red"
9100,Everything is working perfectly as expected.,everyth
2185,Excellent product,product
5513,The best one,
7772,"Picture Quality is good and sound Quality is average because sound is soo loud but is good and battery life is unbeatable,, OnePlus 6 is real killer and very rich phone,,. I am very happy using OnePlus 6","oneplu,phone,life,sound,quality,battery,killer,soo,picture"
3113,Ok... Good,
3474,Good,
197,"dont buy this phone ...... today(21/01/19) while charging the mobile i saw small flame from charging point of phone. Instantly i removed the charger and saw that charging cable & mobile charge point got burnt. it may also have resulted bursting if i was not present. purchased from amazon on 12/09/18.
most interesting is that customer care of one plus six not entertaining me.","flame,mobile,amazon,phone,cable,customer,point,charger,care,charge"
4524,Amazing,
9932,Perfect mobile....I love it...,mobile
3900,Very grate phone nice speed and finish.,"spee,phone,finish"
3892,Very gud,
8622,Just a little thing is that the audio jack should be on the top of the phone,"top,phone,jack"
1768,Good product,product
9706,Excellent,
3926,Product is excellent  but replacement process is slow,"proce,product,replacement"
7813,"Really a good mobile in this range . You won’t complain about speed, memory issues. Just love it .","spee,mobile,memory,issue,range"
1465,Best budget Android device for every individual,"device,individual,budget"
8362,Good,
3047,"the software experience,build quality and flagship processor make it a complete device for its price...✌🏽","device,price,processor,experience,flagship,quality,software"
3823,"I upgraded to OnePlus 6 after using my first OnePlus device (OnePlus 2) for 3.5 years. So I know OnePlus devices are built to last.
I bought the OnePlus 6 during the great Indian shopping festival. I was initially waiting for the OnePlus 6T but after knowing the specs, decided to rather buy the OnePlus 6. I am completely satisfied and continue to feel that headphone jack is a great and useful thing.
Everything else is bang on except that the speakers could have been improvised in the OnePlus 6.","headphone,device,oneplu,shop,bang,year,spec,jack,festival,speaker,everyth"
672,Good,
4823,Battery life is poor,"life,battery"
8530,Go for it phone.... awesome experience,"experience,phone"
984,outstanding mobile,mobile
9644,OnePlus 6- Amazing battery life and Picture quality,"life,quality,battery,picture"
341,Nice product,product
3706,Battery life is good.but tend to get hang sometimes .picture quality is not upto the mark. But overall nice phone,"life,mark,phone,quality,battery"
3641,Sound quality,"sound,quality"
8148,Not upto the mark,mark
3774,"The picture quality is not that good as the pics appear somewhat reddish ,sound quality I'm not satisfied , even battery life is drains faster but thanks to dash charger charges my fone in full speed","pic,thank,drain,spee,life,fone,sound,quality,battery,charger,picture"
9002,"Its a very good phone or i should say its the best that i have used till now
Its a very good choice
And the build quality is brilliant
I love this phone","choice,build,phone,quality"
5557,Android ka apple!😂,"apple,android"
718,Great phone for the price paid. Better than many models of various competitors.,"model,phone,price,competitor"
976,Great product..Best camera...Oxygen os is like brother..,"product,oxygen,brother,camera"
1417,Price drop,"price,drop"
8912,Its a worthy phone one should try for experience of good quality phone.,"experience,phone,quality"
9478,Good product,product
10255,Battery sound and camera,"sound,battery,camera"
9188,Overall a very nice device to have. I would have preferred a little smaller n handy version of it.,"device,version"
9981,"Hi,
This review is after almost 1 month of use.
I am a typical iPhone user since iPhone 4.
Thought of trying one plus 6 as I wanted a decent double sim phone (which was not available in iPhone).
Because of all hype about one plus 6, I choose to go for this against Samsung’s Note 8.
To my surprise, I got faulty phone, whose mike was not working and when I restarted the phone the phone did not start again at all.
After struggling and escalating the issue for about 10 days got the replacement.
Replacement phone is working fine.
Display is very good, battery life is decent. Sound is average. Picture quality is very good (very bright and detailed) (Still I like day pictures of iPhone and nights pics of Pixel XL)
Speed is good ( with some random app hang issues).
Reading mode is awesome.
All other aspects of the phone are excellent (built quality etc).
But I still feel for 40K, this phone is bit expensive.
This will get a lot of competition from Poco F1, and other flag ship phones.
People with tight budget should compare well and buy.","ship,spee,life,night,battery,surprise,picture,day,aspect,use,issue,budget,sim,pixel,quality,lot,month,review,sound,person,user,hype,pic,mode,phone,iphone,mike,competition,flag,display,app,replacement,note"
6572,Very advanced featureable phone,phone
8776,The overall look and usability is great. The battery life and picture quality are commendable. Although the stability might be an issue but that is a problem of the software and not the hardware. Overall review is positive.,"hardware,review,look,life,issue,usability,stability,quality,battery,problem,software,picture"
941,One of the best phones in the market ...great quality.,"market,phone,quality"
8940,Amazing phone,phone
7548,"Great phone at great price. Only drawback is the external speaker sound is lesser compared to one plus5 i assume it is coz this phone is waterproof!!!
Amazing battery backup..Great display and camera too.","price,backup,phone,drawback,sound,battery,camera,display,speaker"
3990,About power jack,"power,jack"
1928,All good,
1943,Ok ok,
301,Excellent in all respects ....,respect
7865,Nice experiance so far,experiance
4968,"I do like lot of things about this phone, but never expected stuck bottom slider(even in hidden mode). The place of the bottoms lifer is just covered with black or grey colour while using apps like WhatsApp, FB, Instagram.
I reached out to customer for replacement but they only had return available. Didn't want to return the phone. Guess have to just use the phone with stuck slider. It's pathetic. :(","lot,bottom,mode,phone,instagram,place,colour,thing,customer,return,lifer,whatsapp,app,replacement,slider"
7149,Awesome,
9630,Greatest ph ever i used have little bugs in the oxygen os but i love this ph,"oxygen,bug"
1741,Great,
9784,Nothing to dislike.,nothe
7498,obsolutly wonderful. clear one.,
8913,Better battery life & picture quality.,"life,quality,battery,picture"
5290,Awesome,
10413,Very good,
4144,Good,
960,Everything is good about this Mobile.,"mobile,everyth"
544,Worth Money Spent,money
7795,Good,
3290,"You cannot ask for more from a phone at this price. Absolutely no lag at all and works like magic.
It would take some time to get adjusted with the size, if you had been on a 5 inch phone before, but afterwards you won't feel putting that down.
Tried few heavy games PUBG & Asphalt 9 and worked like a cake.
Love the parallel apps feature and the level of customization you can do.
highly recommended.","cake,asphalt,pubg,price,size,phone,inch,level,magic,customization,lag,time,game,app"
9869,"Best phone I ever used.
Awesome phn in every respect .","phone,respect,phn"
2183,Nice upgrade in all ways. Impressed with all aspects. Got it during sale with around 8k offer.,"aspect,upgrade,way,sale,offer"
5451,Best,
8112,Price is somewhat high,price
4346,"This is the best phone in this range. Picture quality, sound is loud, the best is camera-crisp images are Obtained. However it blurs on when pictures clicked in low light a zoomed in.","image,phone,sound,quality,zoom,light,camera,picture,range"
6891,Goog,goog
2763,Awesome product.,product
5101,I am not utiLizing full features ..I found sound quality little bit down when compared to other smart phone at same level,"phone,level,feature,sound,quality,bite"
8165,I like this product,product
5741,"awesome snapdragon 845 mobile
i like it very much","snapdragon,mobile"
4138,just charge once in a day for maximum half an hour and enjoy.......great phone....,"phone,hour,charge,day"
9736,Awesome product Every thing is great. But Only one this customer are paying much amount for this Mob at least one Headphone  required free with the Set.,"headphone,mob,amount,customer,set,product"
1089,Awesome,
2133,Fastest device out there. Oxygen OS is super sonic,"device,oxygen"
7769,Perfect mobile,mobile
9938,great phone,phone
312,Best in updates android pie update was withon the month of launch.,"launch,pie,month,update"
6857,Good phone working smoothly as expected,phone
2516,Excellent phone with all the new updated version,"phone,version"
3098,Super,
3371,Sound quality is not up to expectation sometime .. switched from iPhone and it looks like amazing experience in comparison to iPhone,"iphone,sound,quality,experience,comparison"
8547,"I was using OnePlus one for Three years and finally upgraded to onplus six. Great mobile, awesome battery life. I m loving it. :)","life,mobile,year,battery,oneplu"
6952,Good,
5312,The best in class,cla
8646,Bestest Android phone.,phone
8397,Color combination of The picture of CC Camera is not as natural as it should be,"color,combination,picture,camera"
1616,Nice phone,phone
6463,Nice product,product
715,Beast phone,"phone,beast"
5682,"I mean what a beast just go for it everything is working like speed of light...fast beastt
Camera is very gud u can see the pic from front camera above.beast beast beast","beastt,pic,spee,front,light,camera,beast,everyth"
6258,Battery life is not as expected!!.. otherwise it's an amazing phone,"phone,life,battery"
6427,"A real performer.
You can't downgrade to a lower model once you get used with OnePlus killer","model,performer,killer,oneplu"
2671,i like it processor more than any thing its way too fast than any other phone.,"phone,way"
1099,Good in all,
4981,"Good phone. And i have to say this Amazon delivery was excellent. One day delivery with no damage, kudos.. One plus 6 is a good phone i still need to use it to write a review.","delivery,damage,review,day,kudo,amazon,phone"
3301,Nice phone,phone
5445,Never settle. No comments .. just go for it,comment
10344,Totally paisa wasool....,wasool
601,I have got a defective product. I ordered it during Big Billion Sale.,"product,sale"
946,Good,
4605,"I used in last 4 months awsome battery life, camera superb, running very smoothly. I think this a total pakage","month,life,superb,battery,camera,pakage"
3262,"Picture quality,sound ok but battery life not satisfied","quality,sound,life,picture,battery"
2607,Excellent picture quality and good bactory life,"quality,life,picture"
6150,Worth,
7300,Price is best,price
2867,"After 25 days of usage I would comment on some features which were discussed most in reviews.
1. Sound quality of the bottom speaker is average but loudness is fine and it's audible even without earphones.
2. Ear speaker produces crystal clear sound during calls and is fairly audible even in outdoors..
Rest everything is very good about this phone... Its super fast (I have 8/128 setup)... Screen is crisp but not as good as Samsung flagships... about Camera I would say potrait mode needs some software improvements... After update night mode is an added attraction...","ear,night,speaker,improvement,screen,everyth,call,day,setup,quality,update,usage,review,crystal,earphone,feature,sound,camera,software,attraction,rest,mode,phone,flagship,loudne"
3763,😍😍😍😍,
2617,Very good performance & speed.. awesome picture quality... People who got irritated with mobile hang out should try this..,"spee,mobile,performance,quality,person,picture,hang"
9523,I like everything of this phone.,"phone,everyth"
6139,Worth it!!,
5430,"Have always been a fan of Oneplus since my last phone, Oneplus 2 it is. It truly is the flagship killer. The performance, camera, battery and yeah everything's too fine","oneplu,phone,performance,flagship,fan,battery,killer,camera,everyth"
9319,very bad experience charging cable not working and service center not change this,"experience,center,cable,service"
6835,"Portrait mode is worst, its not working properly","portrait,mode"
766,It's Amazing...,
912,Sound quality is fine... Volume is slightly low.,"sound,quality,volume"
3639,awesome,
9128,Best,
6244,"Awesome phone. not happy with the price fluctuation, would suggest others wai and buy only when some special sale is going on Amazon, you would find it Rs 5000/- lower than the actual price.","price,sale,amazon,phone,other,fluctuation"
133,Thanks,thank
9557,"Picture Quality is good enough the price you're paying, the sound quality is good but volume is low and the positioning of speaker is really bad, battery life is good not the best but good plus the dash charger makes it really good :-D.","price,volume,position,life,dash,sound,quality,battery,charger,speaker,picture"
6212,Perfect everything,everyth
7257,Very very gud mobile,mobile
5863,Best very fine,
5078,"Best delivery by Amazon.
Delivery boy open and show product to me that there is original product they give me.
Now we can trust Amazon more now.
Oneplus 6 is just amazing phone.
Dont think just book it.
Amazing photo quality...sound
I have mirror black colour
Phone look great","delivery,photo,mirror,boy,oneplu,amazon,phone,colour,sound,quality,product"
5292,"It's been a great experience after I bought one plus 6 , picture quality , camera especially selfie one is awesome even Battery life is great once you charge it it remains at least 1 & 1/2 day with full net usage
Friends I will definitely recommend for 1 plus 6","day,life,experience,camera,quality,battery,friend,usage,picture"
314,Amazing phone,phone
9664,Truly the speed you need,spee
6980,Best phone I had ever seen,phone
1990,Awesome,
9638,"Well! Am a fan of ONEPLUS UPGRADING FROM ONE PLUS3T,the phone is absolutely smooth it's a BEAST ,NOT MUCH DIFFERENCE IN PERFORMANCE BOTH ARE IDENTICAL (ONLY DIFFERENCE IS CAMERA UPGRADE AND BEEZLELESS DISPLAY)
DISPLAY:ITS GOOD(4.5/5)
SOUND:GOOD(4/5)
BATTERY:GOOD(4/5)
PERFORMANCE:(5/5)
CAMERA:GOOD(4.5)","oneplu,phone,difference,performance,sound,fan,battery,camera,display,upgrade,beast,beezlele"
7733,Everything above perfect except.. battery life,"life,battery,everyth"
2908,excellent product very happy to have the product,product
685,Quality product in economical price,"quality,price,product"
9281,"The phone has a premium feel in the hands with the glass back and the HDR mode in the camera is really cool as I play a lot of games the battery life is not so good but the dash charge is really fast which I like very much on this phone .... See you don't have to wait for your phone to charge it will charge in like 30 mins to 60% the screen is also average even with optic AMOLED screen it's not Soo satisfying as my previous phone s8 has a really great display the clarity and everything was great on that phone .....
Finally performance it's a beast
Battery average for gamers and good for normal users it'll last a day
Display good
Cheapest flagship killer","back,premium,life,hand,battery,screen,everyth,min,day,soo,beast,game,lot,performance,feel,killer,camera,gla,user,mode,phone,gamer,average,dash,flagship,clarity,hdr,display,charge"
5775,Paisa vasul phone,"paisa,phone,vasul"
2232,Good,
7057,Sound quality,"sound,quality"
7669,This phone is beyond expectations ❤️,"expectation,phone"
2885,"Battery is draining very fast during internet usage.
Must improve on battery.
Also sound quality must be improved
Apart from this no complaint at all.","internet,sound,quality,battery,complaint,usage"
7282,"Bought 8 GB one plus 6 variant with 128GB storage, product looks amazingly beautiful and light. Opens apps with great speed. Amazon delivery was fast. Good choice. Value for money paid is very high, true flagship killer.","delivery,value,variant,spee,storage,flagship,money,killer,choice,product,app"
3379,"It's very fast, & the charging is fastest I have ever seen.",charge
4020,❤️,
616,Excellent,
5428,Battery backup should increase,"battery,backup"
2518,super,
6526,Superb phone ...all intergarted interface is smooth & good,"phone,interface"
4,Six months later: no complaints. OnePlus does deploy customer centric design really well.,"customer,complaint,design,oneplu,month"
3548,Nice one,
1554,"Awesome phone, love the picture quality and sound though battery life could be better.","phone,life,sound,quality,battery,picture"
9909,Like almost everything about this! Hoped for a bit better battery life and external storage capability.,"storage,life,bite,battery,capability,everyth"
6573,Excellent flagship mobile in premium segment,"flagship,mobile,premium,segment"
9519,Very nice mobile it has a great futures and very good video voice quality mobile is very slim it looks good its works very well,"video,work,voice,mobile,quality,futur"
8332,"Likes - speed , battery life","spee,life,battery"
5999,Battery Life is best.,"life,battery"
7424,Amazing.. that's all u need ☠️,
5005,I loved everything about the product. Just android P is having bugs.,"everyth,product,bug"
2313,"If you haven't already watched all the YouTube reviews about how amazing this phone is, go do that. I have no hesitations to recommend this product. Get it on EMI if you do not have money saved up. It is absolutely worth it.","product,phone,youtube,money,hesitation"
4798,Good,
5958,Good in all areas,area
2974,"Slow motion recording is not clear, rest is fine","motion,record,rest"
8081,"No phone can match the quality of One plus 6. You can find many other brand and even they offer same kind of processor but build quality, speed, no heat up , battery these are the issues that user face in the longer run. One plus proved in each and every release and I have not seen any users complain about it. Using one plus 6 from last couple of months and I Neve felt not a single issue.
Brilliant Amazing Superb .One plus is best.","kind,processor,release,heat,month,spee,phone,face,issue,couple,brand,quality,battery,user"
107,Awesome,
5025,Did not get any invoice with the package.,"invoice,package"
2992,Kiduvey,kiduvey
7239,Everything is perfect.,everyth
9908,Phone is next level,"phone,level"
2062,Fabulous,
1568,Superrrrrr,superrrrrr
4634,This is the best smartphone in terms of picture quality. Battery life is excellent.,"term,life,quality,battery,picture,smartphone"
957,Excellent battery life,"life,battery"
9884,"New one plus 6 is a complete package that can replace a DSLR, iPod, navigator!!! It's fun unlimited with awesome security feautures!","feautur,security,dslr,navigator,package,ipod"
10360,Excellent Phone...,phone
5686,Fully satisfied... People can buy with out any hope... Too good performance.,"person,hope,performance"
9253,Nice OnePlus good mobile phone,"mobile,phone,oneplu"
528,All feature are very good. Awesome phone.,"phone,feature"
6809,I love the performance of this phone. It's super fast. If u are a customer who doesn't want to change the phone for years then it is the best option.,"customer,phone,year,option,performance"
5865,Good,
79,Awesome,
8194,"Performance no doubt is very good
Fastest Android update after Google phones
Picture quality is good but not as expected,Front camera so so ,Back cameras should have been better.After pie update it's detiorated
Battery life after pie update has improved but still needs improvement","doubt,back,phone,life,performance,pie,front,quality,battery,update,camera,improvement,picture"
7121,Dash charge is the best in the market. Camera is simply awesome. NEVER SETTLE :D,"market,dash,charge,camera"
1869,"Too costly, and Overrated product.Camera quality is not up to mark.",quality
2069,Picture quality is not up to mark picture blurs when we zoom and take pic... Absolutely insane to see such low quality.,"pic,quality,picture,blur"
8946,Perfect piece,piece
7397,Yes but while using the mobile hang issue is happening wrost experience shop with amazon,"mobile,amazon,shop,issue,wrost,hang"
3824,Best in class,cla
10162,Overall a good product but the notch is the worst part doesn't look good a brand like Oneplus copying big brands is the worst thing,"product,brand,part,notch,oneplu"
3678,"It's a fantastic thing.It pictures quality is wosome.
It's working function are too good and super fast.
Really it's an wosome product by one plus..😍","function,quality,picture,product"
7869,It's simply awesome,
2561,Heating problem,"problem,heat"
433,"good performance, excellent battery life, fast charging
Bluetooth headphones not working properly.","headphone,life,battery,performance"
6343,Picture,picture
6013,Everything is good,everyth
5937,Super,
6247,I am very happy,
9681,Awesome,
4192,Quality wise is awesome,quality
2948,"An awesome mobile with outstanding performance battery backup is good, camera qualities are just awesome, worth buying it.","backup,mobile,qualitie,performance,battery,camera"
1965,Nice phone with great features,"phone,feature"
1338,Best specs for any use,"spec,use"
3395,This is a wonderful Phone. It only has some glitches with the inbuilt messaging app. I rather need to use the Truecaller messaging app instead. Rest the phone is quite responsive.,"glitch,phone,app,truecaller"
5611,Best phone!!!,phone
10370,selfie cam is okay and rear is best.sound quality is not so bad.and battery life is excellent.....,"quality,life,battery,rear,cam"
3733,Best phone ever,phone
4047,Sexy blonde girls naked with us,girl
8053,"Good Camera, Display, Sound and battery","display,sound,battery,camera"
6698,"Great pictures quality..
Value for money..","picture,quality,value,money"
5642,Picture quality is awesome.. battery life is also very impressive and the it will take to recharge is amazing... happy to buy this product,"quality,battery,life,picture,product"
6625,Success phone,"phone,succe"
4391,Excellent,
7890,Amazing phone....missed on offers thought,"phone,offer"
3056,Good,
6853,"1plus6 having good features, picture quality is awesome.","quality,picture,feature"
7576,Wow ....really satisfied with this.,
7265,"Awesome..
But looks are not so attractive..",look
115,Very good,
8991,Bes in n Class,cla
1105,Very Good Product,product
798,"In just 3 months my OnePlus 6 is starting Display issue. When i get down the Brightestness level, that time suddenly display light is started vibrating like Markury, it's my fault i couldn't bought the protection plan. Now i am feeling cheated by OnePlus.","markury,fault,month,protection,oneplu,brightestne,level,issue,light,plan,display,time"
1613,Awesome,
9975,"Camera quality is average
Overall a good phone in this rangr","camera,phone,quality,rangr"
5637,Good speed,spee
10445,All the way worth for your price.,"price,way"
3040,"Device should have dedicated slot for memory card
But all over this device is too good...
Everything which is in this device is satisfied according to my experience...
Lv this device","device,card,experience,memory,slot,everyth"
6468,Photo is ok not equal to Apple iPhone and no stereo speakers battery life and dash charging is awesome,"photo,life,dash,iphone,battery,speaker,charge"
4719,Perfect average phone,phone
5346,Great features and good quality,"quality,feature"
10205,"Sandstone cover nehi mila
😡😡😡
Scratches hai back me","cover,sandstone,mila,back,hai"
9820,I like this performance and I did not like battery life and storage at this price of the phone.but this is the best phone for gaming and performance in all around.,"price,storage,life,phone,performance,battery,game"
2409,"Display good
Performance good
Space enough for average use
Works all application
Battery performance should be improved","application,performance,battery,use,space"
1946,❤️,
575,Superb mobile company ever in phone segment..best price for best product..and delivery comitment amazon is exellent...,"segment,delivery,price,mobile,phone,amazon,comitment,company,product,exellent"
2705,phone was lagining with in the one month of purchase also blue tooth connectivity also not good. I won't prefer to my friends.,"connectivity,month,phone,purchase,friend,tooth"
3939,"Camera quality is NOT good at all. By seeing unboxing vidoes and reading reviews I had a impression that camera should be good, but since I am using and realised camera is not at all good. Pics don't have clarity. Night photos sucks, it's better not to take photos at all during night times because it is an embracing movement while showing to others 😣
Slow video is the worst feature because no clarity at all.
Sound is not amazing but ok ok. Because one need to keep increasing and decreasing volume to hear properly.
If Bluetooth earpods are connected then battery dies very fast compared to other phones like Samsung and Moto.
Good thing is RED back looks very premium and beautiful.","video,volume,photo,back,moto,movement,night,battery,other,samsung,quality,time,impression,review,feature,sound,camera,pic,phone,clarity,vido,earpod"
9566,Picture quality is good in day light but average in night. Sound quality is not very good but battery life is excellent even during game play.,"play,day,life,night,sound,light,quality,battery,game,picture"
3730,"The OnePlus 6 has a 3.5mm Headphone Socket!  YAY!
It's a ball-ache.  You have so many things to charge up before you can use them... Speakers, smart watch, phone, Go-Pro, toothbrush, laptop, vibrator, tablet, torch, lamp, mosquito killer...
ENOUGH IS ENOUGH!  I don't want bluetooth earpods that only last for 5 hours between charges and cost upwards of Rs.10,000 and have to be charged up at least twice a day!
Everything about the OnePlus 6 is excellent, and the 3.5mm headphone socket clenched the deal!","headphone,lamp,cost,hour,laptop,speaker,everyth,day,torch,watch,socket,toothbrush,killer,ache,vibrator,oneplu,tablet,phone,mosquito,thing,ball,earpod,deal,charge"
3295,Average,
8151,Perfect,
7097,"Perfect phone and fast delivery by Amazon ,I have switched from Samsung j7 to one plus 6 it's beast!!!safe delivery by Amazon thank u","phone,delivery,amazon"
7231,Great Value,value
3647,Thanks to One Plus for this beautiful product One Plus 6,"thank,product"
4487,Battery life is very poor ...No longer,"life,battery"
10286,Could have provided more mah battery,"battery,mah"
9623,Best android ever,android
1780,Superb phone and an absolute class in this price range,"phone,price,cla,range"
6521,"Best phone in world ...
Never  Settle..","world,phone"
2964,Perfect phone,phone
3122,Great option under Rs.40000/-  picture quality fabulous....but one issue for mirror black model is very bad quality glass used for back side...easlybreak.,"option,mirror,easlybreak,back,issue,model,quality,side,gla,picture"
337,Bought this mobile. Felt like cheated. Could not hear the ring tone. If anyone calls the lights r just on and no sound. The option to increase the ring tone volume doesn't work. Did lot of things but it just doesn't work.,"lot,option,volume,mobile,anyone,thing,sound,light,tone"
9240,Everything is ok except battery capacity if it is 4000mah then this phone is top,"capacity,phone,battery,everyth"
4433,The sound quality seems to be a bit low needs to improve.,"need,sound,quality,bite"
5261,No words for the phone.totally awesome.it passes all the criteria of a flagship smartphone.only little this are missing such as wireless charging features.oh common this much you can get with this amount of money.,"word,criterion,amount,flagship,money,charge"
1215,suprb phone at this range!,"suprb,phone,range"
7517,The mobile product is awesome!!? Satisfied more than expectation and only thing the mobile back cover was very dirt like old one with full of dirt in it !!!! Amazon have to maintain the quality for big products too and unsatisfied in packing ...very cheap packing,"pack,expectation,cover,back,mobile,dirt,quality,product"
9765,"it working very slow.....i bought onepluse 6 128 +8gb ram.....but in one month i going a service station.
..
But it working almost slow...","station,onepluse,service,month,ram"
4906,I want to exchange my phone to one plus 6t,phone
7644,"Dash charging not working after pie upgradation, please help me","pie,upgradation"
3401,Everything is good but slow motion camera is not good it's not good in dark area,"area,camera,motion,everyth"
9225,Superb phone,phone
3467,Sound could have Been better,sound
3071,"Everything is perfect Except Below :-
1.Battery Life is Average and i doubt it will not age well
2.No IP rating","rat,life,everyth"
5505,Doesn't need much writing. It's a oppo product. You still have more choices as well. But best phone for Android premium phone. Moved out from iPhone due to it's high pricing. Mobile is any day an depreciating product so think before you invest.,"depreciate,price,day,mobile,phone,iphone,write,choice,oppo,product"
10025,This product have everything which I want to see in my mobile.,"mobile,product,everyth"
9203,It's very good phone,phone
2162,Nice phone,phone
3350,Phone was not working properly need to repalace the phone,phone
5307,Very good phone. Very very stylish. Sound quality is very good. Very good speed. Both Camera quality is good. But battery performance is not so good. But it's charger is amazing. Very fast charging. Overall it is a very good phone.,"spee,phone,performance,sound,quality,battery,charger,camera,charge"
4455,"All i.e. picture, sound and battery life is good","sound,life,picture,battery"
5009,BACK CAMERA POSTION NEED TO SIMILAR POSITION AS BACK IS LITTLE BIT OUT.,"postion,camera,position,back,bite"
9197,"Dear Team,
The phone is getting heat up from last 5-6 days. However I used to charge the phone every morning once for 1 hour only.
But still it's screen is getting heat up.
Please look into the matter in a serious way.
Your revert will be awaited as early as possible.
Thanks.","thank,team,hour,morn,heat,day,phone,revert,way,matter,screen"
8661,"Camera need to improve
Using since 2day on launch n its the best
Although not enough function as in MI
Quick charging n best picture quality","function,launch,quality,camera,picture,charge"
2211,I just loved the phone and it's features and therapy was not a single mistake in packaging and while delivering,"therapy,phone,feature,package,mistake"
662,👍🏼,
8282,Nice,
9914,"It's actually a ""one +"" on the base line of every mobiles available in market.","market,line,mobile"
503,Fab,
226,The phone has more than enough RAM. It charges in 30 minutes flat (0 to 100 percent). The camera is fantastic and it has a great deal of storage available. I got it at a fantastic price on Amazon.,"ram,price,amazon,storage,phone,percent,deal,camera,minut"
6704,Great phone,phone
7505,Awesome,
7634,It's Awesome!,
113,Four stars all around and 1 star for the brand loyalty.,"brand,loyalty,star"
4014,The phone is really good,phone
8509,Amazing phone I like it's speed and performance,"spee,phone,performance"
2932,Good,
7641,Awesome picture quality,"quality,picture"
7422,"Perfect phone, I have received the phone with torn Bill, so I need the bill copy duly signed for official purpose, request to confirm.","phone,purpose,bill"
7366,Only I can tell now is wow,
9672,Sound is not crisp as other below 15k smart phones. Also fails to understand how to impart the blurring effect in the background while capturing photo. Otherwise camera is good. In my previous mobile Lenovo k8 note there was clear laid out procedure for the bokeh effect. Can somebody guide me how to operate the portrait mode  bokeh effect. Overalls is an excellent phone. Hope sound  can be fixed in the next update. It is also not supporting VR.,"photo,mode,mobile,phone,portrait,lenovo,procedure,overall,sound,background,bokeh,camera,somebody,update,effect"
1172,There is no dedicated video player or music player.. no call recording option... Otherwise best to use.. good mobile.,"music,video,call,option,record,player,mobile"
2115,Awesome phone worthfull,"phone,worthfull"
4854,Amazing,
